VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
10754,PERFECTA WINES,505,Robert Sinskey Pnt Gris,19.6,29.99,750.0,120.0,2352.0,12.0,355.88,175.94,1.33,28720.52,-1996.12,-560.8969315499606,0.1,0.1513095238095238
4425,MARTIGNETTI COMPANIES,25564,Elvio Cogno Barolo Vignaelen,67.11,99.99,750.0,35.0,2348.8500000000004,35.0,3499.6499999999996,2099.79,3.8800000000000003,144929.24,1150.7999999999993,32.88328832883287,1.0,1.4899418864550733
1392,CONSTELLATION BRANDS INC,39234,Vidal Jackson-Triggs RSV Icw,13.42,22.99,187.0,175.0,2348.4999999999995,162.0,3417.380000000001,2227.9500000000007,4.690000000000002,79528.99,1068.8800000000015,31.277762496415416,0.9257142857142857,1.4551330636576545
3252,E & J GALLO WINERY,38355,MacMurray Ranch Selct Pnt Nr,9.86,14.49,750.0,238.0,2346.68,227.0,3289.2300000000005,594.0900000000001,25.489999999999995,61966.909999999996,942.5500000000006,28.655642810019383,0.9537815126050421,1.401652547428708
653,STATE WINE & SPIRITS,9136,Caffo Amaretto Liqueur,10.81,16.99,750.0,217.0,2345.7699999999986,642.0,9515.079999999982,6031.459999999999,505.97,8014.98,7169.309999999983,75.34681789328094,2.9585253456221197,4.056271501468595
3960,DIAGEO NORTH AMERICA INC,3543,Ketel One Citroen Vodka,19.37,24.99,750.0,121.0,2343.77,74.0,1997.2600000000002,1511.44,58.329999999999984,257032.07000000007,-346.50999999999976,-17.34926849784203,0.6115702479338843,0.8521569949269767
1590,DIAGEO CHATEAU ESTATE WINES,14293,Ch La Mission Haut Brion 07,156.16,239.9,750.0,15.0,2342.4,16.0,3647.84,683.97,1.8000000000000003,7259.75,1305.44,35.78665730953112,1.0666666666666667,1.5573087431693988
7153,PINE STATE TRADING CO,25262,Ziobaffa Organic Tuscan Red,10.27,14.99,750.0,228.0,2341.5599999999995,91.0,1364.0900000000001,1184.2100000000005,10.020000000000001,15884.819999999998,-977.4699999999993,-71.65729533975025,0.3991228070175439,0.5825560737286255
9165,ULTRA BEVERAGE COMPANY LLP,23150,Jekel Cab Svgn Monterey,11.64,16.99,750.0,201.0,2339.64,201.0,1649.5900000000001,490.71999999999997,22.549999999999997,68054.70000000003,-690.0499999999997,-41.83160664165033,1.0,0.7050614624472142
9165,ULTRA BEVERAGE COMPANY LLP,25818,Fitou Rsv 14,6.66,9.99,750.0,351.0,2337.6599999999994,211.0,2107.890000000001,1268.7300000000005,23.419999999999995,68054.70000000003,-229.76999999999862,-10.90047393364922,0.6011396011396012,0.9017094017094023
9165,ULTRA BEVERAGE COMPANY LLP,11819,Pacific Rim Vin de Glaci Rsl,10.34,15.99,375.0,226.0,2336.8399999999997,266.0,3966.3400000000015,2798.1200000000013,15.389999999999988,68054.70000000003,1629.5000000000018,41.08321525638249,1.176991150442478,1.697309186765034
653,STATE WINE & SPIRITS,23798,Aquitania Cab Svgn,10.38,19.99,750.0,225.0,2335.4999999999995,158.0,2526.420000000001,1790.8800000000006,17.48,8014.98,190.92000000000144,7.556938276296157,0.7022222222222222,1.0817469492614007
7245,PROXIMO SPIRITS INC.,956,Jose Cuervo Tradicional,22.89,29.99,1000.0,102.0,2334.7799999999997,131.0,3928.6900000000005,2519.1600000000003,137.54999999999995,38994.78000000001,1593.9100000000008,40.571030038002505,1.2843137254901962,1.6826810234797287
1392,CONSTELLATION BRANDS INC,23666,Cooks Extra Dry Champagne,5.36,7.99,187.0,435.0,2331.6000000000004,389.0,2973.1100000000015,1148.5100000000007,11.169999999999996,79528.99,641.5100000000011,21.577069129631962,0.8942528735632184,1.275137244810431
9165,ULTRA BEVERAGE COMPANY LLP,16155,Joseph Phelps Insignia 08,105.95,159.99,750.0,22.0,2330.9,39.0,6239.61,3039.8100000000004,4.34,68054.70000000003,3908.7099999999996,62.64349855199283,1.7727272727272727,2.676910206358059
9552,M S WALKER INC,23357,Saddleback Clrs 09 Cab Svgn,24.51,37.99,750.0,95.0,2328.4500000000003,1070.0,40649.2999999999,19602.839999999924,119.19999999999982,55551.819999999985,38320.849999999904,94.27185707994971,11.263157894736842,17.45766497025914
10754,PERFECTA WINES,12646,Blackbird Vyds Arise Red,34.19,52.99,750.0,68.0,2324.919999999999,67.0,3550.33,2172.59,7.45,28720.52,1225.4100000000008,34.5153830770661,0.9852941176470589,1.5270762004714147
5083,LOYAL DOG WINERY,27689,Loyal Dog Winery Naked Apple,9.67,14.99,750.0,240.0,2320.7999999999997,74.0,1111.2600000000002,901.4000000000002,8.180000000000001,10.68,-1209.5399999999995,-108.84401490200307,0.30833333333333335,0.4788262668045503
4425,MARTIGNETTI COMPANIES,26772,Einaudi Barolo Terlo,38.66,57.99,750.0,60.0,2319.6,20.0,1159.8,985.8299999999999,2.2,144929.24,-1159.8,-100.0,0.3333333333333333,0.5
4425,MARTIGNETTI COMPANIES,21420,Round Hill Common Man Chard,5.36,7.99,750.0,432.0,2315.5199999999995,396.0,3164.040000000001,255.68,44.55000000000001,144929.24,848.5200000000013,26.817612925247502,0.9166666666666666,1.366449004975125
2000,SOUTHERN WINE & SPIRITS NE,16044,Entwine Cab Svgn,5.19,7.99,750.0,445.0,2309.5499999999997,435.0,3475.65,599.2500000000003,48.86,19016.59,1166.1000000000004,33.55055888826551,0.9775280898876404,1.5049035526401249
2242,DELICATO VINEYARDS INC,24353,Diora Pnt Nr,11.48,16.99,750.0,201.0,2307.480000000001,177.0,4287.2300000000005,2570.9200000000005,19.67,7982.649999999999,1979.7499999999995,46.177835105650956,0.8805970149253731,1.8579705999618625
3252,E & J GALLO WINERY,16792,Gallo Signature Series Chard,16.12,24.99,750.0,143.0,2305.16,94.0,2349.0600000000004,1624.3500000000004,10.410000000000002,61966.909999999996,43.900000000000546,1.868832639438777,0.6573426573426573,1.0190442312030403
4425,MARTIGNETTI COMPANIES,27403,Dom du Touch Gasgogne Blanc,6.84,9.99,750.0,336.0,2298.24,36.0,359.64000000000004,289.71,3.9700000000000006,144929.24,-1938.5999999999997,-539.0390390390388,0.10714285714285714,0.15648496240601506
10754,PERFECTA WINES,21467,La Clarence de Haut Brion PL,82.06,152.99,750.0,28.0,2297.68,37.0,4402.63,1784.85,4.140000000000001,28720.52,2104.9500000000003,47.81119467227544,1.3214285714285714,1.9161197381706767
4425,MARTIGNETTI COMPANIES,27197,DeLoach Est Vyd Pnt Nr,38.25,56.99,750.0,60.0,2295.0,29.0,1652.71,1367.76,3.1900000000000004,144929.24,-642.29,-38.86283740039087,0.48333333333333334,0.7201350762527233
2000,SOUTHERN WINE & SPIRITS NE,28146,Kris Heart Rosso,7.84,11.99,750.0,292.0,2289.2799999999993,400.0,4978.000000000001,3196.4300000000017,44.28999999999997,19016.59,2688.7200000000016,54.01205303334675,1.36986301369863,2.1744828068213597
7153,PINE STATE TRADING CO,8308,Nardini Acqua di Cedro,19.22,24.99,375.0,119.0,2287.1799999999994,47.0,1174.5300000000002,874.6500000000001,18.41,15884.819999999998,-1112.6499999999992,-94.73150962512656,0.3949579831932773,0.5135275754422479
8004,SAZERAC CO INC,123,Van Winkle Special Rsv 10 Yr,38.75,49.99,750.0,59.0,2286.25,58.0,3459.42,3039.49,45.75999999999998,50293.62000000002,1173.17,33.912332125038304,0.9830508474576272,1.5131416074357573
9552,M S WALKER INC,26620,Dom Paul Cherrier Sanc Rose,13.6,19.99,750.0,168.0,2284.7999999999997,16.0,319.84000000000003,219.89,1.78,55551.819999999985,-1964.9599999999996,-614.3571785892944,0.09523809523809523,0.13998599439775913
4425,MARTIGNETTI COMPANIES,24804,Whitehall Lane Cab Svgn Leon,54.3,81.99,750.0,42.0,2280.6,5.0,409.95,409.95,0.55,144929.24,-1870.6499999999999,-456.3117453347969,0.11904761904761904,0.1797553275453828
4425,MARTIGNETTI COMPANIES,24185,Conterno Fantino Barolo Mosc,63.26,92.99,750.0,36.0,2277.36,47.0,4370.53,2231.7599999999998,5.250000000000001,144929.24,2093.1699999999996,47.89281849112121,1.3055555555555556,1.9191212632170582
5992,MCCORMICK DISTILLING CO,600,McCormick Gin,5.21,7.29,1000.0,436.0,2271.5600000000004,463.0,3375.2699999999986,1669.4100000000003,486.1500000000001,1567.85,1103.7099999999982,32.69990252631637,1.061926605504587,1.4858819489689896
9165,ULTRA BEVERAGE COMPANY LLP,25774,Ch Tourril Panatella Red,5.22,7.99,750.0,435.0,2270.7,263.0,2101.370000000001,918.8500000000006,29.349999999999994,68054.70000000003,-169.32999999999902,-8.058076397778542,0.6045977011494252,0.925428282027569
9552,M S WALKER INC,17315,Damilano Cannubi Barolo,54.05,79.99,750.0,42.0,2270.1,51.0,4079.489999999999,2959.63,5.640000000000001,55551.819999999985,1809.389999999999,44.35333828493266,1.2142857142857142,1.7970529932602084
9165,ULTRA BEVERAGE COMPANY LLP,25354,Calmel & Joseph Terra Larzac,13.51,19.99,750.0,168.0,2269.68,124.0,2478.7600000000007,1599.2000000000003,13.740000000000004,68054.70000000003,209.08000000000084,8.434862592586647,0.7380952380952381,1.0921187127700824
4425,MARTIGNETTI COMPANIES,27853,Brandini Dolcetto d'Alba,9.45,13.99,750.0,240.0,2268.0,35.0,489.6500000000001,405.71,3.8500000000000005,144929.24,-1778.35,-363.1879914224445,0.14583333333333334,0.2158950617283951
3252,E & J GALLO WINERY,16290,Canyon Rd Moscato,3.24,4.79,750.0,699.0,2264.7600000000025,752.0,3602.0799999999995,622.7000000000002,84.43999999999997,61966.909999999996,1337.319999999997,37.1263270110602,1.0758226037195995,1.590490824634838
1590,DIAGEO CHATEAU ESTATE WINES,17937,Stark Raving Red,6.84,9.99,750.0,331.0,2264.0399999999995,448.0,4959.520000000003,3630.7300000000023,49.579999999999934,7259.75,2695.4800000000037,54.34961447882058,1.353474320241692,2.1905620042048746
11567,CAMPARI AMERICA,3943,Skyy Barcraft White Sangria,9.59,15.99,750.0,236.0,2263.24,652.0,7817.479999999985,4879.930000000003,514.0199999999999,20964.809999999998,5554.239999999985,71.04898253657184,2.76271186440678,3.4541100369381885
90024,VINILANDIA USA,23968,Santa Julia Malbec,8.27,11.99,750.0,273.0,2257.7099999999996,285.0,3417.15,263.78,32.06,2802.6400000000003,1159.4400000000005,33.93002941047366,1.043956043956044,1.513546912579561
7255,PSP WINES,20383,Fabrizio Dionisio Cast Syrah,9.03,13.99,750.0,250.0,2257.4999999999995,308.0,4340.920000000002,2921.930000000001,34.119999999999976,648.71,2083.4200000000023,47.994895091363155,1.232,1.922888150609082
10754,PERFECTA WINES,15832,Sunday Mtn Svgn Bl,10.45,15.99,750.0,216.0,2257.2000000000003,198.0,3166.0200000000004,719.5500000000002,22.180000000000007,28720.52,908.8200000000002,28.705440900562852,0.9166666666666666,1.4026315789473685
17035,PERNOD RICARD USA,10792,Perrier Jouet Fleur Rose,107.48,169.9,750.0,21.0,2257.08,47.0,7425.530000000001,3949.75,5.23,123780.21999999997,5168.450000000001,69.60378585770982,2.238095238095238,3.2898833891576733
90047,CRUSH WINES,24924,Sea Smoke Sea Spray Blanc,53.68,79.99,750.0,42.0,2254.56,16.0,1242.34,699.9099999999999,1.78,1457.7299999999998,-1012.22,-81.47689038427485,0.38095238095238093,0.5510343481654957
10754,PERFECTA WINES,26803,Gaston Chiquet Special Club,46.93,68.99,750.0,48.0,2252.64,47.0,3242.5299999999997,2621.62,5.200000000000001,28720.52,989.8899999999999,30.528322020150927,0.9791666666666666,1.4394355067831521
7153,PINE STATE TRADING CO,22941,Haut-Bailly Pessc Leognan 06,225.15,348.99,1500.0,10.0,2251.5000000000005,17.0,5932.83,2442.9300000000003,3.8200000000000003,15884.819999999998,3681.3299999999995,62.0501514454316,1.7,2.635056628914057
9165,ULTRA BEVERAGE COMPANY LLP,25852,Dom Serene Rose,16.66,24.49,1500.0,135.0,2249.1,131.0,3208.19,759.19,29.380000000000003,68054.70000000003,959.0900000000001,29.895049856772825,0.9703703703703703,1.4264327953403584
12546,JIM BEAM BRANDS COMPANY,2955,Auchentoshan 18 Yr Scotch,93.52,129.99,750.0,24.0,2244.48,15.0,1949.8500000000001,1429.89,11.830000000000002,123880.96999999999,-294.6299999999999,-15.110393107162082,0.625,0.8687312874251497
9165,ULTRA BEVERAGE COMPANY LLP,23134,Carpano Bianco Vermouth,14.76,21.99,1000.0,152.0,2243.5199999999995,91.0,2026.0900000000001,1318.4100000000003,13.650000000000004,68054.70000000003,-217.42999999999938,-10.73150748485997,0.5986842105263158,0.9030853301954075
3960,DIAGEO NORTH AMERICA INC,1245,Pittyvaich 25 Yr Single Malt,319.99,399.99,750.0,7.0,2239.9300000000003,3.0,1199.97,1199.97,2.37,257032.07000000007,-1039.9600000000003,-86.66549997083263,0.42857142857142855,0.5357176340332064
2000,SOUTHERN WINE & SPIRITS NE,43023,Ceretto Barolo,26.66,39.99,750.0,84.0,2239.44,29.0,1159.71,719.82,3.22,19016.59,-1079.73,-93.10344827586206,0.34523809523809523,0.5178571428571429
12546,JIM BEAM BRANDS COMPANY,2953,Bowmore Mizurana,746.26,999.99,750.0,3.0,2238.7799999999997,8.0,7999.92,4999.950000000001,6.3,123880.96999999999,5761.14,72.0149701497015,2.6666666666666665,3.5733390507329887
7153,PINE STATE TRADING CO,8279,Nardini Tagliatella Liqueur,18.65,24.99,375.0,120.0,2238.0,34.0,849.6600000000001,674.73,13.299999999999999,15884.819999999998,-1388.34,-163.399477438034,0.2833333333333333,0.37965147453083115
4425,MARTIGNETTI COMPANIES,82,Hundred Acre Ark Vy Cab Svgn,248.34,374.99,750.0,9.0,2235.06,33.0,12374.67,6374.829999999999,3.7000000000000006,144929.24,10139.61,81.93842744897441,3.6666666666666665,5.536616466672036
9744,FREDERICK WILDMAN & SONS,26695,Dom Ch Moreau Chablis 14 Val,23.28,33.99,750.0,96.0,2234.8800000000006,8.0,271.92,169.95000000000002,0.89,3999.9299999999994,-1962.9600000000005,-721.8887908208297,0.08333333333333333,0.12167096219931268
9552,M S WALKER INC,26861,Camigiliano Brunello Di Mont,26.48,39.99,750.0,84.0,2224.3200000000006,77.0,3079.2300000000005,2159.46,8.510000000000002,55551.819999999985,854.9099999999999,27.763759121598575,0.9166666666666666,1.38434667673716
8112,MOET HENNESSY USA INC,43019,Krug Grande Cve Brut,55.55,84.99,375.0,40.0,2222.0,32.0,2719.68,594.93,1.81,48347.26,497.67999999999984,18.2992116719614,0.8,1.2239783978397838
4425,MARTIGNETTI COMPANIES,21411,Segal's Fusion Chard/Colombd,10.52,15.99,750.0,211.0,2219.72,166.0,2654.340000000001,1710.9300000000007,18.35000000000001,144929.24,434.62000000000126,16.373938530858936,0.7867298578199052,1.1957994702034496
8004,SAZERAC CO INC,529,Desert Island Iced Tea,5.61,7.29,1000.0,395.0,2215.949999999999,401.0,2923.2899999999986,1764.1800000000003,421.05,50293.62000000002,707.3399999999997,24.196709871412008,1.0151898734177216,1.319203953157788
4425,MARTIGNETTI COMPANIES,17503,Montes Twins Red,10.34,14.99,750.0,214.0,2212.7599999999998,206.0,3087.9400000000014,1978.6800000000007,22.82,144929.24,875.1800000000017,28.3418719275634,0.9626168224299065,1.3955151033098943
90011,FORTUNE WINE BROKERS LLC,46923,Torrontes Jelu San Juan,8.1,11.99,750.0,273.0,2211.3,208.0,2542.920000000001,1688.610000000001,23.050000000000004,238.61,331.6200000000008,13.040913595394299,0.7619047619047619,1.149966083299417
4425,MARTIGNETTI COMPANIES,27849,Baglio di Grisi Nero d'Avola,9.2,13.99,750.0,240.0,2208.0,52.0,727.4800000000002,573.5900000000001,5.740000000000001,144929.24,-1480.5199999999998,-203.51349865288384,0.21666666666666667,0.32947463768115953
9165,ULTRA BEVERAGE COMPANY LLP,15549,CastelGiocondo Brunello 07,27.58,39.99,750.0,80.0,2206.4,540.0,21594.59999999997,9797.549999999981,60.16999999999996,68054.70000000003,19388.199999999968,89.78263084289588,6.75,9.787255257432909
3960,DIAGEO NORTH AMERICA INC,1952,Johnnie Walker Blue Yr Roost,183.82,249.99,750.0,12.0,2205.84,5.0,1249.95,999.96,3.9400000000000004,257032.07000000007,-955.8900000000001,-76.47425897035882,0.4166666666666667,0.5666548797736917
8735,SURVILLE ENTERPRISES CORP,19768,B & G CDP Rose,7.28,13.99,750.0,303.0,2205.8399999999992,227.0,2572.730000000001,1276.8600000000006,25.28,263.32,366.8900000000017,14.260726932091652,0.7491749174917491,1.1663266601385422
8673,STE MICHELLE WINE ESTATES,14120,Antica Cab Svgn Napa Valley,31.5,45.99,750.0,70.0,2205.0,60.0,2791.4,1951.5800000000002,6.650000000000001,15919.700000000003,586.4000000000001,21.007379809414633,0.8571428571428571,1.2659410430839002
9552,M S WALKER INC,15739,Vina Borgia Garnacha,13.69,19.99,3000.0,161.0,2204.0900000000006,144.0,2954.5600000000004,2484.790000000001,64.79999999999995,55551.819999999985,750.4699999999998,25.400398028809697,0.8944099378881988,1.3404897259186328
1128,BROWN-FORMAN CORP,27138,Korbel Brut,10.8,15.99,187.0,204.0,2203.2,169.0,2702.3100000000004,719.5500000000001,4.829999999999999,68601.68000000001,499.1100000000006,18.46975365520612,0.8284313725490197,1.2265386710239654
660,SAZERAC NORTH AMERICA INC.,109,Mr Boston Blue Curacao,4.95,6.49,1000.0,445.0,2202.7500000000014,423.0,2712.370000000001,1811.280000000001,444.1499999999999,17932.329999999994,509.61999999999944,18.788734575297592,0.950561797752809,1.2313562592214273
9165,ULTRA BEVERAGE COMPANY LLP,2636,Nikka Whisky Taketsuru 12 Yr,48.83,68.99,750.0,45.0,2197.3499999999995,278.0,18747.219999999976,12292.179999999982,219.19000000000005,68054.70000000003,16549.869999999977,88.27906217561856,6.177777777777778,8.53174050560902
9552,M S WALKER INC,19148,Gerard Bertrand Picpoul Pint,8.96,14.99,750.0,245.0,2195.2,95.0,1290.0500000000004,832.3900000000003,10.530000000000005,55551.819999999985,-905.1499999999994,-70.16394713383195,0.3877551020408163,0.5876685495626824
10754,PERFECTA WINES,38104,Canyon Oaks Chard Cal,3.94,5.99,750.0,557.0,2194.5799999999995,515.0,3084.850000000001,263.55999999999995,57.93,28720.52,890.2700000000013,28.859425904014817,0.9245960502692998,1.4056675992672865
1392,CONSTELLATION BRANDS INC,2153,Black Velvet Cinnamon Rush,6.61,8.99,750.0,332.0,2194.52,1519.0,15174.8099999999,10109.879999999917,1197.4100000000033,79528.99,12980.289999999899,85.53840212826378,4.575301204819277,6.914865209704127
4692,KOBRAND CORPORATION,42785,Cakebread Benchland Cab Svgn,68.49,99.99,750.0,32.0,2191.68,76.0,7599.239999999998,5599.44,8.400000000000002,9139.38,5407.559999999998,71.15922118527641,2.375,3.467312746386333
10754,PERFECTA WINES,18466,K Syrah The Deal,24.34,36.99,750.0,90.0,2190.6,67.0,2478.33,1146.69,7.47,28720.52,287.73,11.609834041471476,0.7444444444444445,1.1313475760065737
9165,ULTRA BEVERAGE COMPANY LLP,9823,Silo Vodka,26.71,34.99,750.0,82.0,2190.22,59.0,1902.4100000000003,1495.5400000000002,46.52999999999997,68054.70000000003,-287.8099999999995,-15.128705168707032,0.7195121951219512,0.8685931093680089
2000,SOUTHERN WINE & SPIRITS NE,20062,Ch Angelus 10 Brdx,364.86,539.99,750.0,6.0,2189.16,6.0,3239.94,1079.98,0.68,19016.59,1050.7800000000002,32.432082075593996,1.0,1.4799923258236036
9552,M S WALKER INC,26864,La Quintinye Blanc Vermouth,10.73,15.99,375.0,204.0,2188.92,175.0,2798.25,1103.3100000000004,10.09,55551.819999999985,609.3299999999999,21.77539533637094,0.8578431372549019,1.278370155145003
10754,PERFECTA WINES,24800,The Pinot Project Pnt Grigio,10.32,15.99,750.0,212.0,2187.84,143.0,2025.5700000000006,1450.9700000000007,15.780000000000003,28720.52,-162.26999999999953,-8.01107836312739,0.6745283018867925,0.9258309565598949
9165,ULTRA BEVERAGE COMPANY LLP,21117,Wicked Bright Pnt Gr Veneto,5.51,7.99,750.0,397.0,2187.469999999999,395.0,3182.0500000000025,2287.170000000002,43.73999999999996,68054.70000000003,994.5800000000036,31.25595135211586,0.9949622166246851,1.4546713783503336
4425,MARTIGNETTI COMPANIES,25905,Miner Svgn Bl Napa,13.01,18.99,750.0,168.0,2185.6800000000003,114.0,2164.8600000000006,1481.2200000000003,12.64,144929.24,-20.81999999999971,-0.9617250076217263,0.6785714285714286,0.9904743603821238
9165,ULTRA BEVERAGE COMPANY LLP,26187,Binyamina Cab Svgn,10.06,14.99,750.0,217.0,2183.02,168.0,2280.3200000000006,1581.8300000000008,18.580000000000013,68054.70000000003,97.30000000000064,4.266944990176844,0.7741935483870968,1.0445712819855066
653,STATE WINE & SPIRITS,20534,Cielo Pnt Nr,5.51,7.99,750.0,396.0,2181.96,216.0,1725.84,143.82000000000002,24.29,8014.98,-456.1200000000001,-26.428869420108477,0.5454545454545454,0.7909585876917999
3960,DIAGEO NORTH AMERICA INC,3677,Shady Fruit Valencia Orange,8.59,11.99,750.0,254.0,2181.8599999999997,653.0,7265.469999999994,4162.2800000000025,514.6499999999997,257032.07000000007,5083.609999999994,69.96945827317433,2.5708661417322833,3.3299432594208587
9552,M S WALKER INC,27162,Vatan 13 Tinta de Toro,25.97,39.99,750.0,84.0,2181.4799999999996,8.0,319.92,239.94,0.88,55551.819999999985,-1861.5599999999995,-581.8829707426855,0.09523809523809523,0.1466527311733319
4425,MARTIGNETTI COMPANIES,23823,Round Hill Cab Svgn,9.08,13.99,1500.0,240.0,2179.2000000000003,222.0,3105.78,447.68000000000006,49.95000000000001,144929.24,926.5799999999999,29.834051349419465,0.925,1.425192731277533
9819,TREASURY WINE ESTATES,26896,19 Crimes Warden Red,16.33,24.99,750.0,133.0,2171.89,113.0,2823.8700000000003,2349.0600000000004,12.450000000000005,14836.570000000005,651.9800000000005,23.088173322426332,0.849624060150376,1.3001901569600673
7749,R.P.IMPORTS INC,19318,Ch Leoville-Barton Gr Cru 09,108.55,164.99,750.0,20.0,2171.0,24.0,3959.76,989.94,2.6900000000000004,91.5,1788.7600000000002,45.17344485524376,1.2,1.8239336711193
10754,PERFECTA WINES,17410,Ch Angelus 09 St Emilion,197.36,324.99,750.0,11.0,2170.96,17.0,5099.83,1499.95,1.9100000000000001,28720.52,2928.87,57.430737887341344,1.5454545454545454,2.349112834874894
5992,MCCORMICK DISTILLING CO,981,McCormick Triple Sec,2.89,3.99,1000.0,751.0,2170.3900000000003,780.0,3112.2000000000016,957.6000000000012,819.0000000000007,1567.85,941.8100000000013,30.261872630293706,1.0386151797603196,1.4339358364164971
9165,ULTRA BEVERAGE COMPANY LLP,20429,Carpineto Montepulciano 11,7.53,10.99,750.0,288.0,2168.6399999999994,365.0,2247.3500000000004,533.2800000000002,40.95,68054.70000000003,78.71000000000095,3.5023472089350096,1.2673611111111112,1.0362946362697363
10754,PERFECTA WINES,22861,K Vintners Syrah The Hidden,45.15,69.99,750.0,48.0,2167.2,40.0,2799.6,1609.77,4.430000000000001,28720.52,632.4000000000001,22.588941277325336,0.8333333333333334,1.2918050941306756
4425,MARTIGNETTI COMPANIES,26847,Josh Cellars Craftsman Cab S,9.33,13.99,750.0,232.0,2164.5600000000004,228.0,3189.720000000001,839.4000000000003,25.57,144929.24,1025.1600000000008,32.13949813776759,0.9827586206896551,1.4736112651069966
4425,MARTIGNETTI COMPANIES,19034,Nicholson Ranch Pnt Nr Sonom,29.21,44.99,750.0,74.0,2161.54,130.0,5848.699999999999,2519.44,14.51,144929.24,3687.159999999999,63.04238548737325,1.7567567567567568,2.705802344624665
4425,MARTIGNETTI COMPANIES,46185,Bonny Doon Pousseur Syrah,15.75,22.99,750.0,137.0,2157.75,83.0,1908.17,1425.3800000000003,9.18,144929.24,-249.57999999999993,-13.079547419779155,0.6058394160583942,0.8843332174719036
4425,MARTIGNETTI COMPANIES,11776,Diamond Crk Gravelly Cab Svg,154.1,224.99,750.0,14.0,2157.4,14.0,3149.8600000000006,899.96,1.5800000000000003,144929.24,992.4600000000005,31.508067025201132,1.0,1.4600259571706686
4950,LATITUDE BEVERAGE COMPANY,25891,Lila Pnt Grigio 4 Pk Cans,7.48,10.99,1000.0,288.0,2154.2400000000025,159.0,1747.4100000000008,1263.8500000000004,23.85000000000001,1609.9999999999995,-406.83000000000175,-23.28188576235695,0.5520833333333334,0.8111491755793221
7153,PINE STATE TRADING CO,22944,Talbot St Julien 10,165.58,254.99,1500.0,13.0,2152.54,18.0,4589.82,2804.8900000000003,4.03,15884.819999999998,2437.2799999999997,53.10186456113747,1.3846153846153846,2.132280933223076
4425,MARTIGNETTI COMPANIES,45866,Jose Maria de Fonseca Periq,6.8,9.99,750.0,316.0,2148.7999999999997,335.0,3346.6500000000015,2027.9700000000012,37.17,144929.24,1197.8500000000017,35.79250892683732,1.0601265822784811,1.5574506701414752
7154,PREMIER DISTRIBUTORS,23511,Plantaze Cab Montenegro,7.43,10.99,750.0,289.0,2147.2700000000004,189.0,2077.1100000000006,1164.9400000000005,21.040000000000003,432.37000000000006,-70.15999999999985,-3.3777700747673367,0.6539792387543253,0.967325953419924
4425,MARTIGNETTI COMPANIES,3294,Leaf Vodka Alaskian Glacial,12.31,16.99,750.0,174.0,2141.9399999999987,421.0,6230.789999999994,4352.090000000002,331.8100000000001,144929.24,4088.849999999995,65.62329977418592,2.4195402298850577,2.9089470293285515
4425,MARTIGNETTI COMPANIES,26771,Conterno Fantino Rosso Langh,32.44,48.99,750.0,66.0,2141.04,4.0,195.96,146.97,0.44,144929.24,-1945.08,-992.5903245560316,0.06060606060606061,0.09152561372043494
8673,STE MICHELLE WINE ESTATES,12089,Northstar Merlot Walla Walla,25.48,38.99,750.0,84.0,2140.3199999999997,69.0,2557.3100000000004,2008.46,7.629999999999999,15919.700000000003,416.9900000000007,16.30580570990614,0.8214285714285714,1.1948260073260077
8673,STE MICHELLE WINE ESTATES,21384,Ch Ste Michelle Cold Ck Cab,17.12,25.99,750.0,125.0,2140.0,127.0,3320.7300000000005,2007.2300000000005,14.120000000000006,15919.700000000003,1180.7300000000005,35.556338515928736,1.016,1.5517429906542057
4425,MARTIGNETTI COMPANIES,19219,Eppa White Sangria Organic,8.66,12.99,750.0,247.0,2139.0200000000004,232.0,3013.6800000000017,1766.6400000000008,25.740000000000002,144929.24,874.6600000000012,29.02298850574715,0.9392712550607287,1.4089068825910935
9815,WINE GROUP INC,21375,10 Span Cab Svgn CC,4.96,7.49,750.0,431.0,2137.7599999999998,361.0,2703.890000000001,531.7900000000001,40.52999999999999,27100.409999999996,566.130000000001,20.937612107001428,0.8375870069605569,1.2648239278497124
10754,PERFECTA WINES,14096,Citation Chard,21.37,30.99,750.0,100.0,2137.0,70.0,2519.3,1115.69,7.84,28720.52,382.3000000000002,15.17485015678959,0.7,1.1788956481048198
4425,MARTIGNETTI COMPANIES,22565,Clayhouse Cab Svgn,118.7,183.99,19500.0,18.0,2136.6,18.0,3311.82,735.96,52.64999999999999,144929.24,1175.2200000000003,35.48562421870754,1.0,1.5500421229991577
653,STATE WINE & SPIRITS,23799,Casa Silva Svgn Gris,10.66,19.99,750.0,200.0,2132.0,140.0,2302.6000000000004,1371.1700000000005,15.550000000000002,8014.98,170.60000000000036,7.409015895075147,0.7,1.080018761726079
4425,MARTIGNETTI COMPANIES,27693,Gosset Grand Blanc de Blancs,50.65,76.99,750.0,42.0,2127.3,1.0,76.99,76.99,0.11,144929.24,-2050.3100000000004,-2663.086115079881,0.023809523809523808,0.036191416349363036
