VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
8664,"STOLI GROUP,(USA) LLC",8015,Bayou Satsuma Rum Liqueur,14.81,19.99,750.0,1106.0,16379.859999999984,408.0,6615.919999999987,5540.589999999995,321.88000000000034,18544.489999999998,-9763.939999999997,-147.58249797458276,0.3688969258589512,0.4039057720884057
10754,PERFECTA WINES,13567,Bila-Haut Cotes Roussillon,9.33,13.99,750.0,1755.0,16374.149999999967,1505.0,20823.949999999888,11587.609999999917,167.2799999999997,28720.52,4449.799999999921,21.368664446466422,0.8575498575498576,1.2717576179526833
8664,"STOLI GROUP,(USA) LLC",213,Stolichnaya Blueberi,17.03,22.99,1000.0,961.0,16365.830000000016,981.0,23249.189999999915,13172.459999999937,1030.0499999999997,18544.489999999998,6883.359999999899,29.606880927894363,1.0208116545265349,1.4205933948965552
9165,ULTRA BEVERAGE COMPANY LLP,6115,Midnight Moon Raspberry,14.07,18.99,750.0,1162.0,16349.34000000001,1139.0,22768.609999999855,18870.559999999867,898.5400000000012,68054.70000000003,6419.269999999846,28.193508518964865,0.9802065404475043,1.3926317514957693
9552,M S WALKER INC,23917,Mionetto Prosecco DOC Brut,18.54,27.99,1500.0,881.0,16333.739999999987,840.0,23915.599999999922,15312.619999999932,187.12999999999982,55551.819999999985,7581.859999999935,31.702570706986066,0.9534619750283768,1.4641839529709633
9165,ULTRA BEVERAGE COMPANY LLP,14663,Spellbound Merlot,8.78,15.99,750.0,1859.0,16322.020000000017,1724.0,22967.759999999835,14964.73999999986,191.17999999999967,68054.70000000003,6645.739999999818,28.93508117465467,0.9273803119956966,1.4071640642518397
8892,TRINCHERO FAMILY ESTATES,28070,Sutter Home Moscato Cal,6.66,9.99,1500.0,2450.0,16316.99999999984,2480.0,24775.19999999976,15824.159999999792,553.1699999999987,11595.970000000003,8458.19999999992,34.13978494623657,1.0122448979591836,1.5183673469387757
6785,PALM BAY INTERNATIONAL INC,23155,Rocca Delle Macie Chianti C,12.58,19.99,750.0,1296.0,16303.679999999957,1319.0,25711.809999999867,16115.72999999989,146.2099999999997,13605.409999999998,9408.12999999991,36.59069509303296,1.0177469135802468,1.5770556095310957
8664,"STOLI GROUP,(USA) LLC",4904,Bayou Spiced Rum,15.38,19.99,750.0,1060.0,16302.799999999994,458.0,7391.419999999989,5780.420000000001,361.13000000000056,18544.489999999998,-8911.380000000005,-120.56384294222244,0.4320754716981132,0.45338346787054934
9165,ULTRA BEVERAGE COMPANY LLP,4491,Calvados Marquis De St Loup,19.04,27.99,750.0,855.0,16279.199999999984,969.0,29521.30999999986,24994.779999999868,106.85999999999969,68054.70000000003,13242.109999999875,44.856105640298274,1.1333333333333333,1.8134373925008531
516,BANFI PRODUCTS CORP,40667,Bolla Chianti,8.6,12.99,1500.0,1891.0,16262.600000000053,1616.0,20217.839999999866,12273.589999999911,360.55999999999955,8510.410000000002,3955.2399999998124,19.56311851315392,0.854574299312533,1.2432108027006628
9165,ULTRA BEVERAGE COMPANY LLP,9092,Junipero Gin,21.89,34.99,750.0,742.0,16242.380000000016,762.0,23757.379999999896,20138.539999999903,601.1899999999996,68054.70000000003,7514.99999999988,31.632275949620343,1.0269541778975741,1.4626784990869486
12546,JIM BEAM BRANDS COMPANY,3594,Pinnacle Tropical Punch,0.77,0.99,50.0,21089.0,16238.529999999973,11443.0,11328.569999999832,3849.120000000031,594.0599999999989,123880.96999999999,-4909.960000000141,-43.34139260295177,0.542605149604059,0.6976351923480667
4425,MARTIGNETTI COMPANIES,27243,Stars Like Ours Rose,6.53,9.99,750.0,2485.0,16227.049999999997,1168.0,11668.319999999947,6453.539999999986,129.73999999999978,144929.24,-4558.7300000000505,-39.06929189463497,0.47002012072434607,0.7190660039871665
7239,REMY COINTREAU USA INC,3601,Remy Martin V,26.61,36.99,750.0,609.0,16205.489999999987,646.0,23235.539999999935,15618.689999999944,509.1399999999999,16978.669999999995,7030.049999999948,30.255591219313033,1.0607553366174056,1.4338066914360474
7153,PINE STATE TRADING CO,6157,Kinky Blue Liqueur,6.01,7.99,375.0,2692.0,16178.92000000005,3112.0,22901.3799999997,15835.849999999711,1220.269999999991,15884.819999999998,6722.45999999965,29.353951595928883,1.1560178306092124,1.415507339179601
516,BANFI PRODUCTS CORP,18575,Sartori Amarone,26.34,39.99,750.0,614.0,16172.76000000004,606.0,24234.939999999937,15855.029999999948,67.17999999999991,8510.410000000002,8062.179999999897,33.26676278133933,0.9869706840390879,1.4985036567660608
3252,E & J GALLO WINERY,11320,Edna Valley Paragon Svgn Bl,7.74,11.99,750.0,2089.0,16168.859999999946,2037.0,23877.629999999815,13598.419999999864,226.17999999999967,61966.909999999996,7708.7699999998695,32.2844855205476,0.9751077070368598,1.4767664510670446
4425,MARTIGNETTI COMPANIES,41868,Goldeneye Anderson Pnt Nr,33.78,49.99,750.0,478.0,16146.840000000015,418.0,20975.819999999963,12952.419999999971,46.349999999999966,144929.24,4828.979999999949,23.021650643454976,0.8744769874476988,1.2990665665851613
10754,PERFECTA WINES,27412,Peter Paul Bennett Vy Svgn B,7.74,11.99,750.0,2085.0,16137.899999999983,1103.0,13224.969999999956,6438.629999999981,122.75999999999989,28720.52,-2912.9300000000276,-22.025985692217354,0.5290167865707434,0.8194975802303874
2000,SOUTHERN WINE & SPIRITS NE,20459,Hardys Nottage Hill Chard,4.82,6.99,750.0,3346.0,16127.72000000002,3256.0,22759.439999999842,8660.609999999906,364.0500000000018,19016.59,6631.719999999823,29.13832677781118,0.9731022115959355,1.4112000952397372
8112,MOET HENNESSY USA INC,13581,Veuve Clicquot Rose Shop Bag,33.11,49.99,750.0,487.0,16124.570000000003,407.0,20345.929999999993,5248.95,45.67999999999999,48347.26,4221.35999999999,20.747933370457833,0.8357289527720739,1.2617967486884916
3252,E & J GALLO WINERY,36543,MacMurray Ranch Pnt Nr RRV,13.15,29.99,750.0,1226.0,16121.899999999983,1871.0,37401.28999999983,18370.80999999987,208.4099999999998,61966.909999999996,21279.38999999985,56.894802291578564,1.5261011419249593,2.319905842363485
10754,PERFECTA WINES,20251,Round Pond Est Svgn Bl Napa,15.53,22.99,750.0,1037.0,16104.610000000019,830.0,17683.699999999943,10524.059999999954,92.12999999999985,28720.52,1579.0899999999237,8.929635766270232,0.8003857280617165,1.0980520484507184
90011,FORTUNE WINE BROKERS LLC,43129,Jelu Malbec San Juan,7.89,12.99,750.0,2038.0,16079.820000000025,2074.0,27325.259999999813,15030.659999999856,230.56999999999977,238.61,11245.439999999788,41.15400914757944,1.0176643768400393,1.6993511121393008
7245,PROXIMO SPIRITS INC.,8470,1800 Reposado Gold Tequila,2.08,2.79,50.0,7729.0,16076.319999999943,6894.0,19234.259999999864,10367.63999999989,352.7899999999957,38994.78000000001,3157.9399999999205,16.418307748777146,0.8919653253978522,1.196434258586538
1392,CONSTELLATION BRANDS INC,39598,R M Woodbridge Cab Svgn Cal,4.76,7.99,187.0,3375.0,16064.99999999997,3150.0,24880.49999999979,11757.08999999985,90.85000000000015,79528.99,8815.499999999818,35.43136190992903,0.9333333333333333,1.548739495798309
4425,MARTIGNETTI COMPANIES,23197,Yellow Tail Sangria Blanco,6.84,9.99,1500.0,2347.0,16053.480000000143,2457.0,27532.429999999775,16728.269999999793,548.4999999999992,144929.24,11478.949999999631,41.692469571337234,1.0468683425649765,1.715044339295874
9552,M S WALKER INC,36200,Four Vines Truant Znfdl,8.21,13.99,750.0,1954.0,16042.340000000038,2127.0,26184.729999999785,16094.939999999826,236.0099999999996,55551.819999999985,10142.389999999747,38.733987327728144,1.0885363357215967,1.632226346031796
8112,MOET HENNESSY USA INC,3651,Belvedere Vodka,2.93,3.99,50.0,5474.0,16038.81999999998,5392.0,21514.079999999696,10569.509999999771,276.9799999999965,48347.26,5475.2599999997165,25.449659014002897,0.9850200949945196,1.341375487722895
9744,FREDERICK WILDMAN & SONS,25645,Marchesi Di Barolo Zagara Mo,9.93,14.99,750.0,1615.0,16036.949999999997,1359.0,14755.909999999969,4504.960000000003,152.0399999999999,3999.9299999999994,-1281.0400000000282,-8.68153844798478,0.8414860681114551,0.9201194740895228
9165,ULTRA BEVERAGE COMPANY LLP,11152,Stemmari Pt Nr,5.26,7.99,750.0,3047.0,16027.22000000007,2996.0,25744.03999999978,12576.369999999846,334.00000000000074,68054.70000000003,9716.819999999709,37.743959378558266,0.9832622251394815,1.6062698334458294
7245,PROXIMO SPIRITS INC.,8484,1800 Coconut Tequila,2.16,2.79,50.0,7414.0,16014.24000000003,5062.0,14122.979999999876,7340.489999999931,259.26999999999657,38994.78000000001,-1891.2600000001548,-13.39136641133933,0.6827623415160508,0.8819013577915561
4425,MARTIGNETTI COMPANIES,6694,Lindemans Bin 65 Chard,5.19,7.99,750.0,3083.0,16000.77000000006,3089.0,25341.10999999973,13631.419999999809,343.4100000000002,144929.24,9340.33999999967,36.85844858413767,1.001946156341226,1.5837431573605292
12546,JIM BEAM BRANDS COMPANY,453,Hornitos Reposado Tequila,21.01,28.99,1000.0,761.0,15988.610000000013,721.0,21591.78999999999,5949.009999999997,757.0500000000002,123880.96999999999,5603.179999999977,25.95051174543648,0.9474375821287779,1.3504482253304053
9165,ULTRA BEVERAGE COMPANY LLP,2310,Ungava Gin,23.19,28.99,750.0,689.0,15977.909999999976,704.0,20807.959999999923,15684.68999999993,555.0599999999995,68054.70000000003,4830.0499999999465,23.212510981374265,1.0217706821480406,1.3022954816994183
3252,E & J GALLO WINERY,6266,Gallo Fairbanks Sherry,5.06,7.79,1500.0,3154.0,15959.240000000053,3180.0,24772.20000000002,13391.009999999947,709.7099999999989,61966.909999999996,8812.959999999966,35.57600859027442,1.0082435003170578,1.552216772227245
9552,M S WALKER INC,15399,Lobster Reef Svgn Bl,7.28,11.99,750.0,2192.0,15957.760000000028,2188.0,25171.119999999828,12022.55999999989,243.73999999999984,55551.819999999985,9213.3599999998,36.602900466883725,0.9981751824817519,1.5773592283628646
3960,DIAGEO NORTH AMERICA INC,3228,Ciroc Mango Vodka,1.55,1.99,50.0,10295.0,15957.250000000004,7931.0,15782.689999999791,5343.149999999994,411.67999999999734,257032.07000000007,-174.5600000002123,-1.1060218505224053,0.7703739679456046,0.9890607717495049
5455,MARSALLE COMPANY,5205,Don Felix Plata Tequila,31.99,39.99,750.0,498.0,15931.02000000001,259.0,9139.409999999985,7691.819999999985,204.35000000000008,937.21,-6791.610000000024,-74.3112520392458,0.5200803212851406,0.5736864306240266
17031,FLAG HILL WINERY & VINEYARD,5983,Flag Hill Spiced Rum,21.42,26.99,750.0,743.0,15915.060000000025,756.0,21856.439999999908,17529.919999999915,596.2699999999992,1573.3099999999997,5941.379999999883,27.18365845489891,1.0174966352624495,1.3733181024765142
1392,CONSTELLATION BRANDS INC,39599,R M Woodbridge Chard Cal,4.51,7.99,187.0,3528.0,15911.279999999966,3413.0,26973.869999999726,13609.759999999798,98.7400000000004,79528.99,11062.58999999976,41.012246296137235,0.9674036281179138,1.6952671312427274
9815,WINE GROUP INC,31458,Foxhorn Wh Znfdl Cal,5.4,8.99,1500.0,2941.0,15881.399999999907,2984.0,24681.159999999698,15688.049999999752,665.3600000000001,27100.409999999996,8799.759999999791,35.653753713358284,1.014620877252635,1.5540922084954627
9552,M S WALKER INC,38541,Avalon Cab Svgn Napa,11.99,19.99,750.0,1324.0,15874.759999999967,1338.0,24770.619999999875,15055.889999999898,148.43999999999974,55551.819999999985,8895.859999999908,35.91294848493882,1.0105740181268883,1.56037760570868
3664,WILLIAM GRANT & SONS INC,2827,Glenfiddich 26 Yr Old Scotch,396.82,499.99,750.0,40.0,15872.799999999996,15.0,7499.8499999999985,6999.859999999999,11.84,30234.42000000001,-8372.949999999997,-111.64156616465661,0.375,0.4724969759588731
4950,LATITUDE BEVERAGE COMPANY,24301,Mija Sangria,5.47,9.99,750.0,2899.0,15857.529999999968,2514.0,22448.85999999982,12194.469999999863,279.4999999999997,1609.9999999999995,6591.329999999851,29.361535507816004,0.867195584684374,1.4156593113807676
4692,KOBRAND CORPORATION,40136,Cakebread Merlot Napa,32.87,47.99,750.0,482.0,15843.340000000004,423.0,20299.769999999964,12141.469999999974,46.95999999999998,9139.38,4456.42999999996,21.953105872627958,0.8775933609958506,1.2812809672707874
9819,TREASURY WINE ESTATES,6438,Beringer Classic Chenin Blan,3.22,5.99,750.0,4919.0,15839.17999999993,4868.0,28280.31999999976,9757.319999999876,544.0800000000029,14836.570000000005,12441.13999999983,43.992217909839546,0.9896320390323237,1.7854661668091332
3252,E & J GALLO WINERY,27233,Turning Leaf RSV Merlot Cal,4.1,5.99,750.0,3861.0,15830.100000000057,3830.0,22941.699999999793,9595.979999999883,427.06000000000176,61966.909999999996,7111.599999999737,30.998574647911013,0.9919709919709919,1.4492454248551627
4425,MARTIGNETTI COMPANIES,46428,Villa Pozzi Nero D'Avola,6.03,9.99,750.0,2624.0,15822.720000000027,2628.0,25813.719999999805,12349.42999999987,292.73,144929.24,9990.999999999778,38.70422395532241,1.0015243902439024,1.631433786352774
7239,REMY COINTREAU USA INC,1084,Cointreau Liqueur with Carafe,26.35,33.99,750.0,599.0,15783.65,493.0,14865.069999999956,11538.169999999962,388.76000000000005,16978.669999999995,-918.5800000000436,-6.179452905368398,0.8230383973288815,0.941801801231018
8352,LUXCO INC,5015,Arrow Creme de Banana,5.88,7.99,750.0,2681.0,15764.279999999984,2675.0,21373.249999999745,14541.799999999777,2108.3099999999954,10261.599999999997,5608.969999999761,26.24294386674852,0.9977620290936218,1.3558024851118964
7153,PINE STATE TRADING CO,16540,Atamisque Malbec,13.63,20.99,750.0,1156.0,15756.280000000032,1112.0,23657.879999999874,16767.119999999893,123.02999999999972,15884.819999999998,7901.599999999842,33.39944238452424,0.9619377162629758,1.5014889301281664
3252,E & J GALLO WINERY,6782,Peter Vella Delicious Blush,9.65,13.99,5000.0,1632.0,15748.800000000094,1623.0,24328.76999999982,17913.049999999832,1217.25,61966.909999999996,8579.969999999725,35.26676441102361,0.9944852941176471,1.5448015086863554
3252,E & J GALLO WINERY,6748,Turning Leaf RSV Chard Cal,3.89,5.99,750.0,4044.0,15731.160000000067,4197.0,25140.029999999704,12117.76999999979,467.5000000000034,61966.909999999996,9408.869999999637,37.42585032714658,1.0378338278931751,1.5981040177583596
4425,MARTIGNETTI COMPANIES,22030,Pulenta Est La Flor Malbec,9.08,13.99,750.0,1732.0,15726.559999999949,1204.0,18375.95999999991,9440.919999999956,133.96999999999974,144929.24,2649.3999999999633,14.417750147475159,0.6951501154734411,1.1684665940930485
10754,PERFECTA WINES,26995,Frank Family Vyds Cab Svgn,38.35,55.99,750.0,410.0,15723.500000000007,324.0,18140.75999999998,9182.359999999986,36.039999999999985,28720.52,2417.259999999973,13.32502056143169,0.7902439024390244,1.153735491461823
9165,ULTRA BEVERAGE COMPANY LLP,2495,Virginia Highland Malt Whsky,47.19,58.99,750.0,333.0,15714.269999999993,115.0,6023.849999999997,5124.029999999997,90.76999999999995,68054.70000000003,-9690.419999999996,-160.86755148285567,0.34534534534534533,0.38333629242720146
10754,PERFECTA WINES,17754,Chocolate Shop Red,8.05,11.99,750.0,1951.0,15705.550000000028,1855.0,22649.44999999985,13043.329999999882,205.99999999999974,28720.52,6943.899999999823,30.6581396016233,0.9507944643772425,1.4421303297241936
4380,CHARLES JACQUIN ET CIE INC,6717,Dream Catcher Irish Liqueur,16.53,21.99,750.0,950.0,15703.500000000018,820.0,16299.799999999912,13771.079999999922,646.859999999999,1675.3900000000008,596.2999999998938,3.6583270960373557,0.8631578947368421,1.0379724265291108
9165,ULTRA BEVERAGE COMPANY LLP,38635,Cesari Mara Vino di Ripasso,11.48,17.99,750.0,1367.0,15693.16000000001,1447.0,25110.529999999893,10841.789999999946,161.29999999999978,68054.70000000003,9417.369999999883,37.50366877959136,1.0585223116313094,1.6000939262710554
8892,TRINCHERO FAMILY ESTATES,33212,Sycamore Lane Chard Cal,5.7,8.49,1500.0,2750.0,15675.00000000004,2722.0,23109.779999999955,4448.760000000004,612.1599999999996,11595.970000000003,7434.779999999915,32.171574112777925,0.9898181818181818,1.4743081339712854
9165,ULTRA BEVERAGE COMPANY LLP,4620,Papa's Pilar Blonde Rum,21.42,29.99,750.0,731.0,15658.020000000024,342.0,9178.579999999982,7744.099999999986,269.84000000000026,68054.70000000003,-6479.440000000042,-70.5930546990935,0.46785225718194257,0.5861903356873964
9552,M S WALKER INC,1148,Old New England Egg Nog,5.26,6.99,750.0,2975.0,15648.500000000044,3007.0,21018.929999999928,6619.5299999999625,2367.6500000000024,55551.819999999985,5370.429999999884,25.550444289980046,1.0107563025210085,1.3431913601942596
9744,FREDERICK WILDMAN & SONS,11698,Lamberti Prosecco X Dry,7.84,11.99,750.0,1995.0,15640.799999999983,2008.0,23979.91999999985,13163.019999999877,223.2699999999998,3999.9299999999994,8339.119999999866,34.775428775408415,1.006516290726817,1.5331645440130859
3252,E & J GALLO WINERY,25753,Barefoot Refresh Summer Red,5.33,7.99,250.0,2929.0,15611.569999999918,2483.0,19839.169999999845,9875.639999999901,96.05999999999932,61966.909999999996,4227.599999999928,21.30935921210394,0.8477296005462616,1.2707991572916721
2000,SOUTHERN WINE & SPIRITS NE,37607,Hardys Shiraz Ausl,9.39,19.99,3000.0,1662.0,15606.180000000037,1687.0,25643.12999999981,18415.92999999983,759.1499999999955,19016.59,10036.949999999772,39.14089270693494,1.0150421179302045,1.6431394486030373
3252,E & J GALLO WINERY,44041,Bella Sera Pinot Noir Delle,7.61,12.99,1500.0,2048.0,15585.279999999964,2072.0,24624.27999999981,14593.209999999852,462.4499999999992,61966.909999999996,9038.999999999845,36.707672264934914,1.01171875,1.5799703309789663
12546,JIM BEAM BRANDS COMPANY,16180,Skinnygirl Sangria,6.84,10.99,750.0,2277.0,15574.679999999986,2386.0,27162.13999999975,18004.19999999978,264.4599999999995,123880.96999999999,11587.459999999763,42.66033530494972,1.0478700043917435,1.7439934560453103
9165,ULTRA BEVERAGE COMPANY LLP,18638,Waterstone Cab Svgn,16.55,24.99,750.0,941.0,15573.550000000012,952.0,23853.479999999916,15111.969999999923,105.54999999999983,68054.70000000003,8279.929999999904,34.711622790468866,1.0116896918172158,1.5316661904318474
2000,SOUTHERN WINE & SPIRITS NE,23235,Mud House Svgn Bl,7.18,14.99,750.0,2169.0,15573.419999999976,2037.0,23188.629999999837,12365.199999999892,226.44999999999965,19016.59,7615.209999999861,32.84027560058492,0.9391424619640387,1.4889876469009293
1128,BROWN-FORMAN CORP,15314,Korbel Sweet Cuvee,8.96,12.99,750.0,1738.0,15572.479999999983,1543.0,20739.56999999989,11632.379999999914,171.46999999999974,68601.68000000001,5167.089999999907,24.91416167258981,0.8878020713463751,1.3318090631678392
1392,CONSTELLATION BRANDS INC,38179,Rex Goliath Chard,4.13,7.99,750.0,3770.0,15570.099999999966,3792.0,23710.07999999974,11685.349999999817,422.08000000000095,79528.99,8139.979999999774,34.331305503818896,1.0058355437665782,1.5227956146716972
4425,MARTIGNETTI COMPANIES,23168,Blanc de Bleu Mousseux Brut,9.93,15.99,750.0,1566.0,15550.379999999985,1462.0,23371.379999999877,13027.84999999991,162.5099999999997,144929.24,7820.999999999893,33.46400597654026,0.933588761174968,1.502945908717337
480,BACARDI USA INC,4216,Havana Club Anejo Clsco Gold,16.92,21.99,750.0,919.0,15549.480000000029,483.0,10105.16999999997,7922.189999999979,380.96000000000026,89286.26999999999,-5444.3100000000595,-53.87648104881042,0.5255712731229597,0.6498718928221362
6785,PALM BAY INTERNATIONAL INC,24014,Au Contraire Chard RRV,9.08,13.99,750.0,1711.0,15535.879999999994,1495.0,21128.049999999923,8967.67999999996,166.72999999999985,13605.409999999998,5592.169999999929,26.46798923705666,0.8737580362361193,1.3599519306276782
2000,SOUTHERN WINE & SPIRITS NE,40965,Wente Wetmore Cab Svgn,16.44,29.99,750.0,945.0,15535.800000000017,881.0,22551.189999999904,15933.769999999917,97.4299999999998,19016.59,7015.389999999887,31.10873528181846,0.9322751322751323,1.4515628419521285
4425,MARTIGNETTI COMPANIES,16427,Yellow Tail Sweet Red Roo,6.66,9.99,1500.0,2329.0,15511.139999999861,2388.0,26505.119999999744,16724.13999999979,532.4099999999987,144929.24,10993.979999999883,41.47870298266897,1.025332760841563,1.7087796254820717
3252,E & J GALLO WINERY,26358,Prophecy Pnt Grigio,6.62,9.99,750.0,2343.0,15510.660000000013,1513.0,12088.869999999966,4002.989999999999,169.29999999999998,61966.909999999996,-3421.7900000000463,-28.305292388784526,0.6457533077251387,0.7793910768465014
7239,REMY COINTREAU USA INC,1240,Remy Martin VSOP Gift Pack,24.99,33.99,750.0,620.0,15493.799999999997,562.0,19790.379999999965,10441.039999999974,442.76,16978.669999999995,4296.579999999967,21.71044719707239,0.9064516129032258,1.2773096335308296
9819,TREASURY WINE ESTATES,6530,Meridian Santa Barbara Chard,5.33,7.99,750.0,2906.0,15488.979999999916,3052.0,25180.479999999792,10838.86999999988,340.37,14836.570000000005,9691.499999999876,38.48814637369882,1.0502408809359944,1.6257029191076449
2242,DELICATO VINEYARDS INC,12685,Brazin Old Vine Znfdl Lodi,8.38,14.99,750.0,1847.0,15477.859999999991,1860.0,26868.399999999812,16547.559999999845,206.32999999999964,7982.649999999999,11390.53999999982,42.393815783596715,1.0070384407146724,1.7359247337810153
2000,SOUTHERN WINE & SPIRITS NE,11640,F Coppola Emerald Pnt Grigio,6.49,9.99,750.0,2384.0,15472.159999999943,2129.0,28519.709999999803,16384.81999999984,236.58999999999975,19016.59,13047.54999999986,45.749237983135,0.8930369127516778,1.8432920807437299
4425,MARTIGNETTI COMPANIES,8875,Freixenet Cordon Negro Brut,15.33,22.99,1500.0,1009.0,15467.969999999952,956.0,22332.439999999926,12663.58999999994,213.66999999999996,144929.24,6864.469999999974,30.737662342314575,0.9474727452923687,1.443786094749343
9625,WESTERN SPIRITS BEVERAGE CO,4111,Bird Dog Strawberry Whiskey,0.79,0.99,50.0,19576.0,15465.039999999986,16540.0,16374.59999999976,4144.140000000033,863.110000000006,1933.1899999999996,909.5599999997739,5.554700572837121,0.844912137310993,1.0588139442251538
4425,MARTIGNETTI COMPANIES,14194,Caparzo Brnllo di Montalcino,25.5,37.99,750.0,606.0,15453.0,534.0,20286.65999999996,11624.93999999997,59.299999999999926,144929.24,4833.65999999996,23.82679061018408,0.8811881188118812,1.3127975150456197
9165,ULTRA BEVERAGE COMPANY LLP,19554,Insomnia Cab Svgn,5.29,7.99,750.0,2921.0,15452.089999999956,2544.0,22593.55999999981,10304.319999999901,283.37999999999965,68054.70000000003,7141.469999999852,31.608431783215714,0.8709346114344403,1.462168548073424
1392,CONSTELLATION BRANDS INC,25520,Nobilo Chard,7.23,10.99,750.0,2137.0,15450.510000000018,1567.0,18168.329999999918,7681.5099999999675,174.91999999999985,79528.99,2717.8199999998997,14.959107413834468,0.7332709405708938,1.175904873043019
7245,PROXIMO SPIRITS INC.,4858,Kraken Black Spiced Rum,0.71,0.99,50.0,21715.0,15417.650000000029,18351.0,36518.489999998754,13971.789999999168,949.970000000022,38994.78000000001,21100.839999998723,57.781249991441165,0.8450840432880498,2.3686158396382515
9815,WINE GROUP INC,23049,Benziger Svgn Bl N Cst,6.12,8.99,750.0,2517.0,15404.040000000025,2514.0,23244.859999999833,10628.539999999899,280.2099999999998,27100.409999999996,7840.819999999809,33.7314141707021,0.99880810488677,1.5090106231871507
8673,STE MICHELLE WINE ESTATES,38690,Ch Ste Michelle Indn Wl Merl,10.13,15.99,750.0,1519.0,15387.469999999988,1386.0,22766.139999999898,13475.829999999904,153.93999999999983,15919.700000000003,7378.669999999909,32.410720482259805,0.9124423963133641,1.4795245742152487
9552,M S WALKER INC,7017,The Pogues Irish Whiskey,25.59,34.99,750.0,601.0,15379.590000000033,649.0,20770.509999999933,15780.069999999936,511.75999999999954,55551.819999999985,5390.9199999999,25.954682865273494,1.0798668885191347,1.3505242987621835
7153,PINE STATE TRADING CO,2461,The Dubliner Irish Whiskey,20.15,25.99,750.0,763.0,15374.449999999984,441.0,10147.589999999975,8308.389999999976,347.79999999999995,15884.819999999998,-5226.86000000001,-51.50838770584959,0.5779816513761468,0.6600294644686466
9165,ULTRA BEVERAGE COMPANY LLP,20992,Les Hauts de Lagarde Rouge,6.7,12.99,750.0,2293.0,15363.099999999962,2071.0,22152.289999999834,12659.209999999872,230.0199999999996,68054.70000000003,6789.189999999871,30.647802100820833,0.9031836022677715,1.44191536864304
1392,CONSTELLATION BRANDS INC,26403,Mouton Cadet Ryder Cup Red B,9.86,14.99,750.0,1558.0,15361.879999999992,862.0,12045.379999999966,5397.159999999993,96.0499999999999,79528.99,-3316.5000000000255,-27.53337794241472,0.5532734274711169,0.7841084554754999
9815,WINE GROUP INC,31456,Foxhorn SE Merlot Australia,5.22,8.99,1500.0,2942.0,15357.239999999916,2953.0,24707.469999999787,13021.439999999828,659.9999999999992,27100.409999999996,9350.22999999987,37.84373713698712,1.003738953093134,1.6088483347268079
516,BANFI PRODUCTS CORP,24673,Bolla Pinot Grigio,8.96,12.99,1500.0,1711.0,15330.560000000043,1720.0,23926.799999999806,16707.059999999845,382.95999999999947,8510.410000000002,8596.239999999763,35.92724476319371,1.0052600818234951,1.5607257660515819
12546,JIM BEAM BRANDS COMPANY,4846,Cruzan Estate Diamond Dark,12.4,16.99,750.0,1236.0,15326.399999999958,1298.0,22596.01999999984,17014.239999999867,1023.250000000002,123880.96999999999,7269.619999999883,32.17212588765603,1.0501618122977345,1.4743201273619313
4425,MARTIGNETTI COMPANIES,25963,Macrostie Carneros Chard,11.61,17.99,750.0,1320.0,15325.199999999983,1264.0,24807.35999999988,14541.59999999991,140.33999999999978,144929.24,9482.159999999898,38.223172477845054,0.9575757575757575,1.6187299350089988
2000,SOUTHERN WINE & SPIRITS NE,13143,F Coppola Directors Chard,10.27,15.99,750.0,1492.0,15322.83999999998,1403.0,21090.96999999989,12154.91999999991,155.81999999999977,19016.59,5768.129999999908,27.348813259892452,0.9403485254691689,1.3764400072049252
1189,BULLY BOY DISTILLERS,3047,Bully Boy Vodka,20.73,27.99,750.0,739.0,15319.470000000005,717.0,17696.829999999944,10713.669999999958,564.9999999999999,609.3900000000002,2377.3599999999387,13.43381837312076,0.9702300405953992,1.155185525347805
4425,MARTIGNETTI COMPANIES,8929,Sebastiani Chard Sonoma,5.8,8.99,750.0,2641.0,15317.800000000036,3057.0,39102.42999999973,19408.829999999776,340.22000000000065,144929.24,23784.629999999695,60.82647549014181,1.1575160923892465,2.552744519447939
653,STATE WINE & SPIRITS,4272,Smith & Cross Jamacian Rum,20.43,27.99,750.0,749.0,15302.069999999992,761.0,22136.3899999999,17997.80999999991,600.2399999999994,8014.98,6834.319999999909,30.873688076510845,1.0160213618157543,1.4466271556723969
1485,CASTLE BRANDS CORP.,4639,Jeffersons  Ocean Bourbon,58.82,79.99,750.0,260.0,15293.199999999999,807.0,64551.930000000124,36955.379999999954,636.1300000000001,8497.589999999998,49258.73000000013,76.30868666513926,3.103846153846154,4.22095637276699
8004,SAZERAC CO INC,2251,Canadian Hunter Whisky,0.79,0.99,50.0,19345.0,15282.549999999987,14216.0,14073.839999999727,4646.070000000038,738.4200000000036,50293.62000000002,-1208.7100000002592,-8.588345469326656,0.7348668906694237,0.9209091414717924
9819,TREASURY WINE ESTATES,15205,Beringer Cab Svgn Napa Vly,17.76,29.99,750.0,860.0,15273.60000000002,774.0,27082.25999999992,17390.029999999933,85.77999999999986,14836.570000000005,11808.659999999898,43.602934171667854,0.9,1.7731418918918842
